Party and Electorate Candidate Votes Recorded at each polling place
"Rotorua 46","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Democrats for Social Credit","Family Party","Green Party","Jim Anderton's Progressive","Kiwi Party","Labour Party","Libertarianz","Maori Party","National Party","New Zealand First Party","New Zealand Pacific Party","RAM - Residents Action Movement","The Bill and Ben Party","The Republic of New Zealand Party","United Future","Workers Party","Total Valid Party Votes","Informal Party Votes"
"Broadlands","Broadlands School, 2986 Broadlands Road",8,0,2,0,0,1,1,1,16,0,1,93,4,0,0,0,0,3,0,130,0
"Galatea","Galatea School, Mangamate Road",22,0,0,0,0,3,0,0,18,0,1,191,6,0,0,0,0,4,0,245,0
"Hamurana","Country Life, 659 Hamurana Road",19,0,2,0,3,39,1,0,86,0,3,279,18,0,0,0,0,4,0,454,1
"Horohoro","Horohoro School, 69 Apirana Road",5,0,0,0,0,3,0,0,22,0,1,69,4,0,0,0,0,0,0,104,1
"Kaharoa","Kaharoa School, 296 Kaharoa Road",15,0,0,0,0,13,4,0,29,0,3,145,8,0,0,2,0,1,0,220,1
"Kaingaroa Forest","Administration Building, Dunn Road",1,0,0,0,0,4,2,0,16,0,4,6,4,0,0,0,0,0,0,37,0
"Kawerau","District Council, Town Hall, Ranfurly Court",25,2,5,0,7,30,9,2,481,0,20,288,153,1,0,5,0,11,0,1039,7
,"Putauaki School Staffroom, Fenton Mill Road",17,0,4,0,2,14,4,7,219,0,11,141,79,0,0,1,0,6,0,505,2
"Lake Okareka","Lake Okareka Community Hall, 75 Loop Road",9,0,0,0,0,28,1,0,43,1,1,160,7,0,0,2,1,5,0,258,1
"Lake Rerewhakaaitu","Lake Rerewhakaaitu School, 9 Ash Pit Road",4,1,0,0,1,5,1,0,20,0,3,127,4,0,0,0,0,1,0,167,1
"Lake Rotoma","Rotoma and Rotoehu Community Hall, 167 State Highway 30",11,0,0,0,0,6,0,3,44,0,3,77,12,0,0,0,0,3,0,159,0
"Lake Tarawera","Lake Tarawera Playcentre, 10 Alexander Road",8,0,0,0,0,12,0,0,17,0,1,54,1,0,0,0,0,0,0,93,0
"Lynmore","Lynmore School Hall, Iles Road",49,2,6,0,13,67,5,13,383,0,14,938,68,0,1,10,0,16,0,1585,2
,"Lynmore Scout Hall, Lewis Road",17,0,1,0,2,41,2,0,139,2,2,448,19,0,0,2,0,14,0,689,2
"Maketu","Maketu School, School Road",4,0,0,0,0,18,2,0,91,0,11,116,48,0,0,1,1,3,0,295,1
"Mamaku","Mamaku School, 54 Tarena Street",12,1,4,0,0,12,2,0,121,0,4,173,12,0,1,3,0,2,0,347,2
"Mihi","Mihi School, 76 Springs Road",4,0,0,0,0,7,2,0,31,0,2,67,4,0,0,0,0,2,0,119,0
"Minginui","Minginui Kokiri Centre, 66 Rimu Street",0,0,0,0,0,1,0,0,1,0,4,12,0,0,0,0,0,1,0,19,0
"Murupara","Murupara Municipal Hall, Pine Drive",2,0,0,1,2,7,1,0,71,0,7,61,19,0,0,1,0,0,0,172,2
"Ngakuru","Ngakuru School, 913 Whirinaki Valley Road",9,0,3,0,1,3,2,1,39,1,1,147,13,0,0,4,0,1,0,225,0
"Ngapuna","Hurunga Marae, 15 Hurunga Street",1,0,1,0,2,2,1,0,41,0,6,19,5,0,0,1,0,0,0,79,1
"Ngongotaha","Ngongotaha Community Hall, 5 School Road",48,4,6,0,8,104,15,10,549,1,35,1042,144,0,1,8,1,11,0,1987,5
"Okere Falls","Whangamarino School, 637 State Highway 33",4,0,0,0,0,14,3,0,61,0,8,117,18,0,0,0,0,2,0,227,3
"Otamarakau","Otamarakau School, Room 2, 2216 Old Coach Road",9,0,0,0,0,5,0,1,8,0,1,70,6,0,0,0,0,1,0,101,0
"Owhata","Owhata School Hall, Brent Road",7,0,2,0,4,24,4,5,202,0,6,245,40,0,1,7,0,8,0,555,4
,"St Marks Anglican Hall, corner Sunrise Avenue & Te Ngae Road",11,1,0,0,2,32,5,4,231,0,22,273,59,0,1,2,0,4,0,647,7
"Paengaroa","Paengaroa School, Multi Purpose Room, Old Coach Road",26,0,1,0,2,26,1,13,114,0,2,516,43,0,0,2,0,4,1,751,2
"Pongakawa","Pongakawa School Library, 956 Old Coach Road",29,0,4,0,0,14,2,6,54,1,1,286,15,0,1,2,0,3,0,418,1
"Pukehina","Pukehina School, 1762 Old Coach Road",5,0,0,0,0,2,0,0,9,0,0,51,3,0,0,0,0,1,0,71,2
"Pukehina Beach","Pukehina Community Hall, 14 Pukehina Parade",15,0,1,0,0,14,1,5,67,0,5,158,22,0,0,1,0,5,0,294,1
"Reporoa","Reporoa Primary School, 34 Massey Road",11,0,2,0,3,5,2,0,63,0,2,206,7,0,0,2,0,2,0,305,1
"Rotoiti","Te Kura Kaupapa Maori O Rotoiti, 1620 State Highway 30",2,0,0,0,0,4,1,2,20,0,4,19,8,0,0,0,0,0,0,60,0
"Rotokawa","Rotokawa School, 6 Rotokawa Road",10,0,0,0,1,23,1,1,97,0,18,276,18,0,0,5,0,2,0,452,0
"Rotorua","Aorangi School, 3 Gem Street",9,0,1,0,4,19,3,0,202,0,14,194,28,0,1,3,0,0,0,478,3
,"D & A Hunt's Residence, 10 Gillam Crescent",5,0,0,0,1,17,0,1,54,0,1,162,12,0,0,3,0,0,0,256,0
,"Glenholme School Hall, 149 Ranolf Street",23,5,2,3,4,73,9,3,338,0,10,504,61,1,0,5,0,9,0,1050,6
,"Homedale Kindergarten, 50 Homedale Street",2,0,3,0,4,12,6,1,135,0,5,120,15,1,2,0,0,3,1,310,2
,"Kaitao Intermediate, 30 Bell Road",1,1,2,0,3,12,2,2,102,0,2,63,16,0,0,3,0,2,0,211,2
,"Kawaha Point School, Aquarius Drive",22,0,6,0,5,37,6,4,241,0,16,409,54,0,0,5,0,5,0,810,4
,"Koutu Tumahaurangi Meeting House, 38 Koutu Road",5,1,5,0,3,3,1,4,112,0,16,69,10,0,0,0,0,1,0,230,1
,"Malfroy School, 196 Malfroy Road",12,1,4,0,7,50,6,3,385,0,20,388,62,0,0,5,0,7,0,950,7
,"Otonga School Hall, Otonga Road",38,1,5,0,7,83,9,4,301,1,13,726,62,0,0,8,0,9,0,1267,5
,"Rotorua Electorate Headquarters, corner Hinemoa & Amohia Streets",13,0,3,0,12,34,3,5,180,0,19,241,37,0,3,2,0,2,0,554,3
,"Rotorua Intermediate School, 93-95 Malfroy Road",12,1,2,0,2,31,6,3,268,0,8,276,39,1,0,5,0,3,0,657,3
,"Rotorua Primary School Hall, Rangiuru Street or Pukeroa Street entrance",8,1,3,0,8,23,2,0,173,0,15,214,34,1,0,3,0,1,2,488,1
,"Rotorua Public Hospital Cafeteria, Main Entrance, Pukeroa Street",2,0,1,0,4,9,1,2,48,0,3,49,6,0,0,0,0,3,0,128,0
,"School of Performing Arts Building, 324 Malfroy Road",17,2,3,0,8,38,2,7,258,0,12,467,53,0,1,6,0,6,0,880,3
,"Selwyn School Hall, 3 Old Quarry Road",13,0,3,1,3,21,7,5,338,0,20,248,57,0,1,7,0,1,0,725,7
,"St Andrew's Church Hall, 309 Old Taupo Road",26,1,3,0,0,31,7,3,191,0,14,314,28,2,0,1,0,3,1,625,6
,"St Chad's Communication Centre, 2 Devon Street",15,0,0,0,0,34,3,2,190,1,4,368,53,1,2,2,1,3,1,680,0
,"St John Ambulance Hall, Pererika Street",5,0,0,1,2,27,6,4,180,1,2,189,29,0,0,0,0,6,0,452,5
,"St Michael's School Hall, Clayton Road",4,0,5,1,8,25,4,2,216,0,14,202,37,0,0,8,0,4,0,530,4
,"Sunset Primary School Hall, 150 Sunset Road",18,0,8,0,13,34,7,6,282,1,19,359,54,1,2,5,0,11,0,820,4
,"Waiariki Institute of Technology Cafeteria, Mokoia Drive",11,0,1,0,2,11,0,0,69,0,7,143,11,0,0,0,0,0,0,255,4
,"Western Heights Primary School Hall, Clayton Road",7,0,0,0,5,21,1,1,181,0,6,170,47,0,0,4,0,4,0,447,1
,"Whaka Thermal Village, 17 Tryon Street, Whakarewarewa",0,0,0,0,4,12,0,0,64,0,6,43,12,0,0,0,0,0,0,141,1
"Ruatahuna","Huiarau School, 98 Sister Annie Road",0,0,0,0,0,1,0,0,1,0,4,1,0,0,0,0,0,1,0,8,0
"Te Puke","Te Puke Memorial Hall, Pioneer Room, 130 Jellicoe Street",8,0,1,0,1,8,0,3,32,1,8,192,15,0,2,2,0,1,0,274,2
"Te Ranga","Te Ranga School, Room 1, 1492 Te Matai Road",4,2,0,0,0,4,0,1,4,0,0,127,2,0,0,0,0,1,0,145,0
"Upper Atiamuri","Upper Atiamuri School, 2613 State Highway 30",4,0,2,0,0,7,0,0,8,0,0,53,3,0,0,1,0,0,0,78,0
"Waikite Valley","Waikite Valley School, 1090 Waikite Valley Road",8,0,0,0,0,8,2,3,31,0,1,178,4,0,0,0,0,2,0,237,0
"Waiohau","Te Kura Kaupapa Maori O Waiohau, 2481 Galatea Road",0,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,0,6,0
"Waiotapu","Benny Bee Tearooms, 2490 State Highway 5",8,0,2,0,0,2,2,0,18,0,3,84,3,0,0,1,0,5,0,128,0
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Hospital Votes",2,1,0,0,1,8,0,0,131,0,4,133,17,1,2,1,0,2,1,304,2
,"Ordinary Votes BEFORE polling day",107,2,7,0,7,175,16,22,950,3,45,1938,251,2,1,13,0,38,0,3577,15
,"Special Votes BEFORE polling day",8,1,3,0,0,25,1,1,130,0,1,194,36,0,0,0,0,5,0,405,2
,"Special Votes On polling day",36,1,19,0,15,141,9,12,567,1,33,877,78,1,0,24,0,22,0,1836,9
,"Overseas Special Votes including defence force",6,1,0,0,0,29,2,1,76,0,3,160,13,0,0,0,0,2,0,293,1
,"Votes Allowed for Party Only",1,0,9,0,7,18,2,4,182,0,39,111,11,0,1,8,0,0,1,394,1
,"Rotorua Total",879,33,147,7,193,1666,200,183,10044,15,596,16836,2122,13,24,186,4,282,8,33438,154
,,,,,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",33592
"Electorate Party Valid Votes for Rotorua",,"National Party - .5034990131"
"ACT New Zealand",879,.0262874574
"Alliance",33,.0009869011
"Aotearoa Legalise Cannabis Party",147,.0043961959
"Democrats for Social Credit",7,.0002093427
"Family Party",193,.0057718763
"Green Party",1666,.049823554
"Jim Anderton's Progressive",200,.005981219
"Kiwi Party",183,.0054728154
"Labour Party",10044,.3003768168
"Libertarianz",15,.0004485914
"Maori Party",596,.0178240325
"National Party",16836,.5034990131
"New Zealand First Party",2122,.0634607333
"New Zealand Pacific Party",13,.0003887792
"RAM - Residents Action Movement",24,.0007177463
"The Bill and Ben Party",186,.0055625336
